ProbeName,FoldChange,Regulation,GeneSymbol,RNAlength,chrom,strand,txStart,txEnd,"2,treatednormalized","3,treatednormalized","4,treatednormalized","5,treatednormalized","6,treatednormalized","1,controlnormalized",p_value
ASHGV40021714,2.1373416,up,AC004231.2,815,chr17,+,39077681,39132178,3.0814502,4.30764,5.1931496,2.3474622,2.383473,2.3668175,0.085877503
ASHGV40021714,2.1373416,up,AC004231.2,815,chr17,+,39077681,39132178,3.0814502,4.30764,5.1931496,2.3474622,2.383473,2.3668175,0.085877503
ASHGV40022680,2.9678907,up,RP11-49I11.1,609,chr18,-,33759958,33767411,9.368037,8.314153,8.662973,6.5676527,7.274239,6.467973,0.013705062
ASHGV40049757,9.5180376,up,G082398,2455,chr8,-,108126664,108137912,5.281763,7.2420645,11.172578,6.2503023,6.5340405,4.0454855,0.012794624
ASHGV40035591,2.6545425,up,TTLL3,4160,chr3,+,9851643,9878040,5.4206076,6.0806465,4.727709,6.7484627,5.849208,4.3568635,0.003070913
ASHGV40035591,2.6545425,up,TTLL3,4160,chr3,+,9851643,9878040,5.4206076,6.0806465,4.727709,6.7484627,5.849208,4.3568635,0.003070913
ASHGV40048998,4.0262979,up,G079829,1088,chr8,-,22297012,22298235,4.169887,4.6240897,4.0355825,4.4326005,4.6191974,2.3668175,1.51344E-07
ASHGV40006307,32.6946166,up,ATE1-AS1,967,chr10,+,123687826,123711480,6.3983235,10.912589,9.113939,4.461896,6.102246,2.3668175,0.002403734
ASHGV40008214,4.0264708,up,LOC105376671,537,chr11,+,27493277,27503980,3.6266139,3.7987611,5.8871937,3.9372141,4.631884,2.3668175,0.001275351
ASHGV40000579,15.9195113,up,AC010980.2,349,chr2,+,223185392,223186378,4.972372,8.754872,7.8979006,2.3474622,7.8251014,2.3668175,0.00995932
ASHGV40031857,3.4495831,up,RP4-806M20.5,1619,chr20,+,57329406,57331894,12.006952,10.824072,11.909974,11.79274,11.482092,9.816744,3.19587E-05
ASHGV40006308,2.5628094,up,G011669,1982,chr10,+,123734888,123737002,6.6616955,6.293216,7.0320134,7.1101527,7.5793457,5.5775585,0.00024397
ASHGV40022081,2.4001529,up,G035330,3572,chr17,+,62100951,62105543,3.0036144,3.9837174,3.8437057,3.0186663,4.3000154,2.3668175,0.001358006
ASHGV40014198,2.4962594,up,G025035,937,chr14,-,65619401,65623870,3.274321,5.9474287,2.3307986,4.5555716,2.324807,2.3668175,0.095097589
ASHGV40055765,4.2583615,up,G010499,2906,chr10,-,85945183,85948351,4.499552,6.6475625,5.4620037,5.099675,6.211719,3.493804,0.000614478
ASHGV40039195,2.2188614,up,RP11-571L19.7,622,chr4,+,99850047,99916145,8.896432,7.8102093,9.028415,7.725204,9.02565,7.3473625,0.004914004
ASHGV40039195,2.2188614,up,RP11-571L19.7,622,chr4,+,99850047,99916145,8.896432,7.8102093,9.028415,7.725204,9.02565,7.3473625,0.004914004
ASHGV40039195,2.2188614,up,RP11-571L19.7,622,chr4,+,99850047,99916145,8.896432,7.8102093,9.028415,7.725204,9.02565,7.3473625,0.004914004
ASHGV40013790,2.007405,up,G023723,2350,chr14,-,21146474,21150824,2.3348548,6.5106864,2.3237648,3.366633,2.324807,2.3668175,0.249716183
ASHGV40059928,2.7198541,up,uc.139,338,chr4,-,4523439,4523777,2.3348548,7.8726487,4.0533752,3.9044192,3.165956,2.8227215,0.167882611
ASHGV40034977,2.0396503,up,G057801,3562,chr3,-,138591970,138595532,2.3348548,5.8742647,4.094308,2.3474622,2.324807,2.3668175,0.18399867
ASHGV40047025,2.0947752,up,AC000111.6,376,chr7,-,117244844,117287469,10.797587,10.374978,11.513034,10.54459,11.104418,9.800126,0.000770202
ASHGV40038358,2.6678185,up,RP11-701P16.1,380,chr4,-,185719665,185720045,4.1127143,2.7359385,3.792477,4.643096,3.6281643,2.3668175,0.001970717
ASHGV40039516,2.0001222,up,G063382,719,chr4,+,153512288,153513353,3.2365217,6.6019726,2.3237648,2.3474622,2.324807,2.3668175,0.261351531
ASHGV40060807,2.100462,up,AK055656,723,chr10,+,21803939,21805798,4.2428017,4.1127143,4.0160456,4.42941,4.404999,3.1704874,9.7087E-07
ASHGV40008408,2.9286649,up,G013610,606,chr11,+,55056378,55057845,7.9526196,7.239116,8.836881,7.3091884,6.8733487,6.0919876,0.002038778
ASHGV40051896,4.7015222,up,G085290,1085,chr9,-,84977401,84982224,3.6610677,4.564491,5.6480656,4.4702315,4.6558714,2.3668175,0.000106159
ASHGV40030043,2.8043468,up,G047807,593,chr2,+,208571400,208572666,5.1075525,5.1139464,5.6084585,5.9697375,5.791044,4.030483,2.91518E-05
ASHGV40058696,4.0023093,up,G058582,1045,chr3,-,169377422,169378619,6.4586544,6.0702195,5.2557774,7.2975545,5.99476,4.2145605,0.000321837
ASHGV40031150,2.8443899,up,RP4-657D16.6,280,chr1,+,52266699,52266979,6.294071,6.0929437,7.435686,6.747212,7.8768306,5.3812294,0.002099072
ASHGV40040508,3.6008427,up,RN7SKP34,244,chr5,-,86398419,86398663,2.3348548,8.230909,4.1346607,6.2145715,3.2162578,2.9779162,0.121649931
ASHGV40001027,3.5241196,up,AC016683.5,559,chr2,-,113929111,113932914,8.380172,8.686051,9.316851,8.310737,8.72105,6.8657093,7.26285E-06
ASHGV40003978,2.0206271,up,LINC00847,1876,chr5,+,180257956,180262726,2.3348548,7.5772142,2.3237648,2.3474622,2.324807,2.3668175,0.361635452
ASHGV40037391,3.7841501,up,G060652,998,chr4,-,35860511,35984745,5.3401146,2.3294015,5.332431,4.443936,3.988051,2.3668175,0.008531675
ASHGV40038319,2.0656914,up,G063955,819,chr4,-,181580058,181596758,2.6622927,2.3294015,3.0310996,4.4310474,4.61337,2.3668175,0.055305207
ASHGV40012415,2.2374331,up,G021420,1915,chr13,-,31374084,31376389,4.899647,4.473184,5.071589,5.3073072,11.609208,5.1103425,0.411567752
ASHGV40051073,2.6888617,up,G082443,740,chr8,+,109878640,109956757,4.5150237,6.066992,4.688861,4.9459376,5.335715,3.6835103,0.000855568
ASHGV40034769,11.3199491,up,RP11-255E6.6,566,chr3,-,113665851,113666417,8.091823,5.5970054,6.232009,7.5339904,7.2035,3.43087,5.35325E-05
ASHGV40056880,2.1139535,up,RPL23AP82,1448,chr22,+,51222156,51238065,2.3348548,2.43996,5.078318,3.4178526,3.9628203,2.3668175,0.066595731
ASHGV40000706,2.0294152,up,AP001628.6,285,chr21,-,44251149,44256587,2.7685635,2.6613448,4.4974833,3.5911877,3.4208286,2.3668175,0.014908937
ASHGV40038581,4.1244838,up,G060021,755,chr4,+,9002371,9005298,6.4968348,4.719346,4.9091754,4.251914,4.5632377,2.943888,0.000810949
ASHGV40006150,51.2724361,up,SH3PXD2A-AS1,2023,chr10,+,105506536,105515167,3.1653712,11.36567,9.784468,6.755328,9.163808,2.3668175,0.004073477
ASHGV40004671,3.5156171,up,LINC01410,2877,chr9,+,66457288,66469310,11.405037,12.7972975,7.2646112,10.930674,12.428045,9.151355,0.102682395
ASHGV40014706,3.1972853,up,RP11-597A11.2,1493,chr14,+,20149578,20152898,4.3783245,5.65777,3.6749449,2.3474622,4.1598234,2.3668175,0.01403644
ASHGV40057476,3.8775948,up,G082922,36405,chr8,-,128170228,128242140,3.30013,4.593741,4.163536,5.447854,4.1046367,2.3668175,0.000524064
ASHGV40042641,4.2010925,up,G068367,1142,chr5,+,159589257,159594650,5.431074,2.3294015,7.1327205,2.3474622,4.947252,2.3668175,0.05673929
ASHGV40049934,2.0121732,up,G082942,38794,chr8,-,128902900,128941822,4.456556,4.659586,4.511851,4.852816,4.4410214,3.5756116,1.14175E-06
ASHGV40056946,5.3784571,up,LINC01213,522,chr3,+,149956486,149957992,6.372141,6.1679482,3.8786972,4.9657946,2.5854683,2.3668175,0.009201061
ASHGV40028678,2.4531225,up,AC106870.1,691,chr2,+,30113236,30115220,4.993944,5.0306206,4.822233,4.9061747,5.047949,3.665565,1.40553E-09
ASHGV40038667,3.2384163,up,LOC101928034,1390,chr1,+,153518217,153524245,2.3348548,6.653304,4.6255455,3.054994,3.6418314,2.3668175,0.053320551
ASHGV40059009,2.0424191,up,L13779,725,chr7,+,123634981,123668755,2.3348548,3.0241418,4.198169,4.404715,3.0236015,2.3668175,0.030072694
ASHGV40036704,2.4207708,up,XLOC_002884,571,chr3,+,153480917,153482081,2.3348548,7.6097317,2.3237648,3.6182618,2.324807,2.3668175,0.24768061
ASHGV40016707,2.1012212,up,PLA2G4E-AS1,2499,chr15,+,42264960,42291292,6.0343933,7.1798763,6.2405972,6.789732,6.7668734,5.5310664,0.000823608
ASHGV40000976,2.3543246,up,AC005808.3,381,chr20,+,52224892,52251129,7.3513446,8.126327,7.2679176,7.034805,7.454767,6.211719,0.000147179
ASHGV40012829,6.2225899,up,GSE61474_XLOC_017579,415,chr13,-,95141645,95165443,6.141109,8.508931,4.355345,2.687492,3.3287864,2.3668175,0.036651748
ASHGV40028011,4.6408276,up,G047885,6495,chr2,-,211796558,211804787,9.5532055,9.493271,10.3333,9.464229,9.4268,7.439779,1.1995E-06
ASHGV40035579,2.135697,up,G054549,4534,chr3,+,9257740,9262274,8.014793,7.733801,5.7982445,6.4542994,7.1237936,5.9302793,0.027673964
ASHGV40021583,3.4712975,up,CTC-304I17.5,803,chr17,+,32488755,32491270,4.788613,5.2309833,4.0767274,3.1724777,3.5426612,2.3668175,0.001520134
ASHGV40054404,2.2459034,up,CTD-2076M15.1,1900,chrX,-,126794611,126796511,5.602872,4.273119,4.8289137,4.4730616,4.4296737,3.5542321,0.001197922
ASHGV40040033,2.5358866,up,G065047,1882,chr5,-,25661488,25664624,3.6816225,3.497323,4.667086,2.3474622,4.353045,2.3668175,0.010238213
ASHGV40050008,2.2577066,up,G083167,14202,chr8,-,138050393,138064684,3.049964,3.7490308,5.931666,3.7329772,5.084859,3.1348414,0.054787598
ASHGV40039458,3.2321152,up,RP11-557J10.5,403,chr4,+,146520260,146521704,3.9231176,7.155463,4.836008,3.3119974,4.598344,3.0725074,0.0323157
ASHGV40026277,2.808086,up,G042198,2003,chr2,-,6513275,6515278,2.3348548,6.0197206,4.057062,3.456186,3.4141998,2.3668175,0.039914862
ASHGV40052597,4.3878008,up,G083669,9735,chr9,+,3526024,3678336,6.224698,4.132018,5.349816,3.2893474,3.5056982,2.3668175,0.005196379
ASHGV40032847,3.4623901,up,G052821,5186,chr22,-,19740009,19745536,6.918087,7.4674754,7.765317,8.710639,7.106483,5.801832,0.000462366
ASHGV40048546,2.2923916,up,JHDM1D-AS1,2398,chr7,+,139877060,139879440,9.376257,7.021083,6.79457,8.079906,7.8621516,6.62994,0.030758425
ASHGV40048136,3.0589505,up,MGC16142,1291,chr7,+,92167788,92169079,7.013149,6.9173117,7.5007586,7.182471,7.521922,5.6140857,1.12836E-06
ASHGV40002196,5.6894036,up,RP11-90E5.1,1781,chr15,+,100666310,100669948,2.565436,5.0527616,2.3741786,3.1843874,11.198711,2.3668175,0.167016859
ASHGV40010878,2.6271232,up,G003758,2919,chr1,-,109788556,109792024,4.425048,4.252998,5.424067,3.8521707,3.4089737,2.8791676,0.003278989
ASHGV40023331,2.0010936,up,G037285,1440,chr18,+,40695722,40708970,2.3348548,3.807197,3.9978287,2.9867258,3.7114246,2.3668175,0.012060627
ASHGV40058115,2.0982255,up,G016285,2574,chr11,-,130091688,130094395,2.3348548,8.707589,3.6964436,3.3230872,3.2361107,3.1904473,0.373469236
ASHGV40026363,2.1692953,up,G042429,1100,chr2,-,12329382,12332902,2.6583993,9.821368,3.1700952,3.9136548,3.438184,3.4831138,0.422251889
ASHGV40012201,2.8685715,up,XLOC_000667,1185,chr1,-,757785,759075,2.3348548,7.074635,3.605413,3.6399982,2.780849,2.3668175,0.106017986
ASHGV40003822,7.8980302,up,FAM24B,661,chr10,-,124608609,124639157,10.28741,10.565244,2.5177424,9.476159,11.199999,5.827818,0.098882427
ASHGV40045479,5.457745,up,G072387,530,chr6,+,107786538,107787068,6.3122935,4.5443964,3.150424,5.083589,4.9849095,2.3668175,0.001342501
ASHGV40021671,2.1796474,up,CTD-2206N4.4,366,chr17,+,37268267,37269443,2.9506552,2.726032,4.4472623,3.7838807,3.546731,2.3668175,0.006346615
ASHGV40054671,3.1159256,up,G087531,942,chrX,+,9401777,9419706,12.900032,14.188134,11.889248,12.581842,13.726508,11.417492,0.003888206
ASHGV40036331,15.0127689,up,G056952,2005,chr3,+,107656953,107678041,4.215312,6.8237295,6.675567,6.6625423,6.9975276,2.3668175,6.6842E-05
ASHGV40060563,2.2316213,up,uc.425,325,chr18,+,22865206,22865531,4.310677,5.578486,5.7119875,5.067113,5.476411,4.0708427,0.001833479
ASHGV40029566,2.3686177,up,G046180,1005,chr2,+,139576490,139586780,6.6647243,8.6078005,8.344955,7.608237,6.79383,6.359864,0.013348696
ASHGV40059391,2.4367469,up,XLOC_004262,568,chr5,+,3415159,3419427,3.6877651,3.6485467,5.1412907,5.4126806,4.804514,3.254003,0.008220981
ASHGV40015826,12.1707864,up,AK021664,2145,chr15,-,48426827,48428972,8.545856,9.589063,8.113518,3.9916904,10.29406,4.501487,0.011124029
ASHGV40043791,2.4024363,up,G071971,977,chr6,-,88052082,88053253,8.605974,9.699181,9.064849,10.602214,9.807943,8.291534,0.005949155
ASHGV40050225,2.4881949,up,G079348,709,chr8,+,7451399,7452931,6.354184,5.370845,7.179011,6.245162,8.256058,5.3659525,0.027041509
ASHGV40049169,3.3856498,up,RP11-675F6.3,379,chr8,-,38401169,38410198,2.733988,4.3463554,5.013016,4.978353,3.5595388,2.3668175,0.003811292
ASHGV40009064,2.5417913,up,RP5-837I24.4,641,chr1,-,82051625,82091398,8.779453,8.639358,8.974316,8.047293,9.480093,7.438257,0.000414652
ASHGV40009064,2.5417913,up,RP5-837I24.4,641,chr1,-,82051625,82091398,8.779453,8.639358,8.974316,8.047293,9.480093,7.438257,0.000414652
ASHGV40009064,2.5417913,up,RP5-837I24.4,641,chr1,-,82051625,82091398,8.779453,8.639358,8.974316,8.047293,9.480093,7.438257,0.000414652
ASHGV40009064,2.5417913,up,RP5-837I24.4,641,chr1,-,82051625,82091398,8.779453,8.639358,8.974316,8.047293,9.480093,7.438257,0.000414652
ASHGV40009064,2.5417913,up,RP5-837I24.4,641,chr1,-,82051625,82091398,8.779453,8.639358,8.974316,8.047293,9.480093,7.438257,0.000414652
ASHGV40009064,2.5417913,up,RP5-837I24.4,641,chr1,-,82051625,82091398,8.779453,8.639358,8.974316,8.047293,9.480093,7.438257,0.000414652
ASHGV40045668,2.0160567,up,RP3-523C21.2,490,chr6,+,132411672,132420366,5.491845,7.406966,4.6032305,5.7169185,4.685066,4.569269,0.080596151
ASHGV40012251,3.519937,up,G020802,1340,chr12,+,132122500,132124667,2.3348548,8.742272,2.3237648,5.186137,2.324807,2.3668175,0.189847922
ASHGV40031674,2.0275927,up,G050539,4919,chr20,+,43868007,43873926,2.3348548,5.969438,2.3237648,2.749223,3.5556464,2.3668175,0.174011211
ASHGV40003957,2.2593605,up,ZEB2-AS1,430,chr2,+,145277180,145278465,2.3348548,8.382771,2.3237648,2.3474622,2.324807,2.3668175,0.35960433
ASHGV40003957,2.2593605,up,ZEB2-AS1,430,chr2,+,145277180,145278465,2.3348548,8.382771,2.3237648,2.3474622,2.324807,2.3668175,0.35960433
ASHGV40035746,2.076094,up,RP11-1024P17.1,1916,chr3,+,30739152,30741068,2.3348548,7.6130023,2.3237648,6.118732,3.4726,3.318719,0.351623759
ASHGV40057289,5.4738176,up,RP5-1007H16.1,672,chr7,+,7659502,7660174,3.682369,4.6170387,5.759654,4.6635222,5.3742404,2.3668175,0.000128558
ASHGV40047909,2.1390449,up,G076030,2784,chr7,+,56544370,56547958,4.5425014,4.8890133,5.4261537,4.17895,4.8993483,3.6902266,0.000740082
ASHGV40026289,7.0000096,up,RNF144A-AS1,2348,chr2,-,7052406,7058813,9.677307,9.197531,2.3237648,2.3474622,2.324807,2.3668175,0.145744826
ASHGV40022748,5.7321474,up,AK095045,2468,chr18,-,44247784,44250252,7.5212703,6.7840724,4.9897466,2.3474622,7.367292,3.282893,0.032265068
ASHGV40011727,2.3331007,up,RP11-20E24.1,250,chr12,+,76956073,77009211,6.8889728,7.056341,6.245222,7.460491,7.650361,5.838029,0.001072004
ASHGV40048996,2.4625418,up,G079824,3097,chr8,-,22269625,22272722,4.1189547,2.7249136,4.979967,4.166696,4.6769857,2.8333552,0.009954313
ASHGV40006396,5.5868138,up,AK021432,1909,chr10,+,131585646,131587555,6.590793,7.6357145,7.4343853,7.073529,7.5550394,4.7758665,1.23848E-06
ASHGV40052406,2.3736429,up,G086928,1220,chr9,-,133876081,133877590,2.3348548,6.666868,4.39561,2.3474622,2.324807,2.3668175,0.1856189
ASHGV40033086,19.5957094,up,G053554,818,chr22,-,35195465,35198507,11.320855,10.9171915,11.859478,11.323954,11.431359,7.0781016,2.46741E-09
ASHGV40017197,2.0062123,up,RN7SL417P,281,chr15,+,84948769,84949050,6.8485317,6.8207273,7.3248925,7.0280113,6.120122,5.8239827,0.000978316
ASHGV40040206,2.4454313,up,G065642,26793,chr5,-,49796392,49827138,3.1788287,3.389096,2.5320187,4.5868506,4.5977383,2.3668175,0.013224647
ASHGV40018834,2.0387594,up,XLOC_011677,5246,chr16,+,24715880,24721546,4.99185,3.5854704,5.3613954,4.485233,4.8154287,3.620184,0.009147993
ASHGV40036792,23.0585821,up,G058581,16715,chr3,+,169364126,169382778,7.3186464,5.741419,5.6665916,8.767757,6.975833,2.3668175,4.68888E-05
ASHGV40022319,2.0540124,up,G035999,1531,chr17,+,77814746,77816406,8.483369,8.3954315,8.028311,8.28143,8.884193,7.376102,7.53189E-05
ASHGV40013221,2.5639567,up,LINC00547,3314,chr13,+,38109076,38125673,2.3348548,5.183641,3.9287274,2.6692958,4.509428,2.3668175,0.036054158
ASHGV40003670,3.1046846,up,PART1,2108,chr5,+,59783758,59787092,10.244727,10.92308,7.874009,8.828821,10.290124,7.9977055,0.018913028
ASHGV40002490,2.9083743,up,CTD-3010D24.3,889,chr17,+,70638869,70640629,2.3348548,5.8384438,6.588584,2.3474622,2.4258075,2.3668175,0.143317385
ASHGV40049528,19.580196,up,RP11-363E6.3,571,chr8,-,82192121,82192910,7.0510974,8.210154,5.471205,6.7285233,5.8297243,2.3668175,2.03301E-05
ASHGV40042376,2.3754489,up,XLOC_004572,331,chr5,+,137919520,137928979,3.4154427,3.4644902,4.021033,4.8493156,2.324807,2.3668175,0.016547753
ASHGV40029039,3.1627673,up,DQ588163,1121,chr2,+,74642573,74643694,9.706287,5.4763074,11.816619,6.6052585,7.7428637,6.6082797,0.179417258
ASHGV40019461,2.3777504,up,G006648,5315,chr1,-,211493073,211498788,3.143734,3.3991854,4.793675,2.3474622,4.3980174,2.3668175,0.021882365
ASHGV40008231,3.3348372,up,CTD-3138F19.1,576,chr11,+,29735455,29903261,3.593362,5.838722,4.810237,4.349207,4.0528526,2.7912598,0.001897658
ASHGV40012171,4.7978575,up,G020583,3439,chr12,+,125271307,125276360,4.53796,4.176438,4.708199,4.6898184,5.0336237,2.3668175,2.05068E-07
ASHGV40050125,3.2392411,up,RP11-336A10.2,736,chr10,-,5754136,5786030,4.1180763,3.9603107,4.524024,3.4454858,4.26447,2.3668175,1.32353E-05
ASHGV40018273,2.6104554,up,G006252,1351,chr1,-,201241721,201250524,4.2307215,5.0647697,5.622115,4.915991,6.0302653,3.788471,0.002032531
ASHGV40029222,2.2857601,up,G044951,9841,chr2,+,99885853,99895869,2.3348548,7.2540064,2.3237648,3.1717849,2.7130466,2.3668175,0.238608239
ASHGV40050208,2.3301874,up,G079222,5436,chr8,+,4459914,4474521,3.2160044,7.7388144,3.1062388,5.022256,3.7293162,3.34208,0.195464594
ASHGV40047924,3.5260246,up,XLOC_006118,2439,chr7,+,63168769,63175708,4.8236527,5.822513,5.3443213,4.4907637,5.7782946,3.4338665,0.00012005
ASHGV40031311,81.5293043,up,XLOC_013461,268,chr20,+,10845302,10847830,8.090272,11.145271,12.209868,11.824718,9.533845,4.211548,3.46575E-05
ASHGV40050590,2.9328817,up,RP11-503E24.3,404,chr8,+,42409932,42410336,5.6969495,5.6908507,6.868592,2.3474622,2.324807,3.0334134,0.138390721
ASHGV40020607,2.3410713,up,LOC101927539,1424,chr17,-,55678225,55685773,2.3348548,3.7074516,3.7877688,4.37241,3.7674468,2.3668175,0.006578888
ASHGV40046457,2.2047547,up,RP4-647J21.1,1911,chr7,-,44998597,45000508,3.243683,2.3294015,5.954166,2.3474622,3.6624656,2.3668175,0.124076411
ASHGV40004667,12.8530794,up,FOXD3-AS1,589,chr1,-,63786554,63789346,8.916918,5.457491,8.3389015,7.1653867,6.691345,3.6299663,0.000314313
ASHGV40052839,2.0795843,up,G009343,4146,chr10,-,43785195,43791059,2.8272178,4.5935345,2.4997427,3.5040517,3.6910167,2.3668175,0.019933428
ASHGV40004925,2.3922884,up,G011374,2732,chr10,-,114183003,114188523,3.285007,2.539765,4.141603,3.8850338,4.2746353,2.3668175,0.004352426
ASHGV40057077,2.4678269,up,EXOC3-AS1,1337,chr5,-,441950,443275,3.9934335,3.6342022,3.952771,4.0583534,5.5310664,2.9307241,0.004414903
ASHGV40039225,2.9028823,up,G062285,4570,chr4,+,104467685,104472255,4.989976,5.3268933,5.6188245,4.732444,5.995213,3.7951841,0.00012698
ASHGV40036694,27.6255346,up,RP11-38P22.2,2050,chr3,+,152557178,152559228,8.983485,9.915724,7.4697356,4.290147,5.1146483,2.3668175,0.00221704
ASHGV40006480,2.5079288,up,G012175,3412,chr11,-,721286,736749,6.0509663,6.1376457,5.1379857,5.9126387,6.332074,4.5877657,0.000198195
ASHGV40053509,3.0432717,up,CTGLF12P,2141,chr10,-,49218158,49239658,5.0451794,5.184739,5.510991,6.107128,5.3495183,3.833888,2.35211E-05
ASHGV40057638,2.3331793,up,PLS3-AS1,1756,chrX,-,114752496,114797058,2.3348548,5.642002,2.6186335,3.326777,4.023306,2.3668175,0.072450949
ASHGV40013602,7.5773811,up,AF339817,6082,chr13,+,99053669,99059751,12.5424595,9.533202,13.783509,10.397006,13.251,8.979736,0.007652554
ASHGV40058729,2.3475503,up,XLOC_003910,737,chr4,-,25554573,25556581,5.7790184,2.3294015,2.3237648,3.3213046,4.2363787,2.3668175,0.095219301
